6,20.697416,-103.416432
2,38.704022,-101.473911
2,59.947733,-151.692524
2,34.86479949951172,-86.77030181884766
2,59.093287,-156.456699
2,34.9428028,-97.8180194
2,34.305599212646484,-112.16500091552734
2,35.35474,-116.885329
2,39.427188,-121.763427
3,32.7273736,-116.4597417
2,28.64550018310547,-82.21900177001953
2,27.230899810791016,-80.96920013427734
2,33.76750183105469,-84.06829833984375
3,33.887982,-84.736983
3,19.832881,-155.978347
2,48.145301818847656,-116.21399688720703
2,39.724028,-101.395994
2,41.978401,-89.560402
3,41.51139831542969,-87.2605972290039
2,40.02560043334961,-89.1229019165039
2,38.72779846191406,-94.93049621582031
2,37.409400939941406,-84.61969757080078
3,30.191944,-90.980833
3,39.66529846191406,-89.70559692382812
2,30.136299,-92.429398
2,38.75709915161133,-75.75379943847656
3,43.94940185546875,-86.41670227050781
2,46.29999923706055,-95.70030212402344
2,37.202800750732,-94.412399291992
3,45.675,-110.52515
2,39.472998,-75.184346
2,36.085201263427734,-78.37139892578125
3,40.52090072631836,-74.47460174560547
4,44.8118612,-73.3698057
3,35.594729,-75.470002
2,42.89576,-77.495263
3,39.745091,-84.187278
2,36.198598,-96.217693
3,44.932899475097656,-123.12999725341797
3,39.94889831542969,-75.74690246582031
2,41.2995,-80.211111
2,44.181466,-122.086
2,34.0093994140625,-80.26719665527344
2,44.809158,-96.498897
3,32.847599029541016,-97.18949890136719
2,32.607601165771484,-97.24199676513672
2,34.516606,-99.93694
2,36.574964,-78.998437
2,36.663299560546875,-80.49949645996094
2,46.672884,-117.441933
2,47.17839813232422,-122.77200317382812
2,44.304298400878906,-89.05010223388672
2,46.25,-117.2490005493164
2,38.82889938354492,-79.86609649658203
3,42.840361,-106.224443
2,30.224,-96.01417
2,62.940833,-152.269722
3,60.105873975399994,-149.446249008
2,32.94599914550781,-86.51390075683594
2,61.649095,-149.339025
3,34.047456,-94.354023
3,34.607406,-111.8609
3,34.368241,-117.370059
2,38.7999,-120.734001
3,39.24530029296875,-106.24600219726562
3,41.62730026245117,-72.72750091552734
2,28.589399337768555,-81.14420318603516
3,28.666639,-81.3697
2,28.78190040588379,-81.1592025756836
3,32.47930145263672,-84.9791030883789
2,32.675106,-82.771055
2,42.6082,-112.031998
2,39.8849983215332,-86.50669860839844
3,40.45859909057617,-87.65950012207031
3,40.13090133666992,-85.69580078125
2,39.01620101928711,-90.31819915771484
2,30.685568,-81.906346
2,37.036132,-97.58533
2,38.54059982299805,-97.00330352783203
3,37.051700592041016,-88.64689636230469
2,32.638999938964844,-91.77369689941406
2,38.12580108642578,-89.46389770507812
2,30.722478,-91.077372
3,42.625099182128906,-71.18009948730469
4,38.999199,-76.456001
4,46.778900146484375,-68.50029754638672
3,43.04949951171875,-83.67970275878906
4,47.899600982666016,-92.55740356445312
3,38.641700744628906,-90.48429870605469
2,48.789100646972656,-114.87999725341797
3,32.196747,-110.775142
2,34.47529983520508,-77.5813980102539
2,43.6445,-72.086998
3,40.739956,-74.136128
2,33.008611,-104.540278
3,34.196264,-77.919917
2,38.76390075683594,-119.0270004272461
3,41.692415,-73.93683
3,39.497455,-84.313851
3,40.730267,-82.802022
2,34.391667,-96.690833
2,40.930599212646484,-77.73889923095703
2,41.59590148925781,-76.02960205078125
2,35.032100677490234,-81.25279998779297
3,32.69419860839844,-97.11579895019531
2,32.737598,-96.428001
2,34.99589920043945,-89.73059844970703
3,29.012067,-95.402119
2,38.849785,-115.634987
2,38.30830001831055,-109.39600372314453
2,39.125,-77.9250030518
3,46.66320037841797,-123.81199645996094
2,44.0099983215332,-90.38919830322266
3,48.213401794433594,-122.68499755859375
3,47.518178,-122.210908
2,44.348312,-104.8106
3,30.007222,-97.853333
3,32.020198822021484,-95.74549865722656
2,61.506147,-149.912825
2,61.876907,-150.097626
2,30.37150001525879,-87.76439666748047
2,59.704223,-151.295869
3,33.58250045776367,-118.12899780273438
2,34.129600524902344,-90.52400207519531
2,34.761101,-119.058998
2,37.64329910279999,-106.04699707
3,41.91960144042969,-72.44450378417969
2,28.526699,-81.874802
2,30.950976,-86.635555
2,34.202598571777344,-83.42900085449219
2,34.17530059814453,-84.92440032958984
3,21.35839,-157.94789
3,42.05609893798828,-93.87799835205078
2,44.55550003051758,-115.30500030517578
2,40.06230163574219,-86.21050262451172
2,40.208900451660156,-85.54080200195312
3,42.274600982666016,-87.9572982788086
2,39.222198486328125,-96.0552978515625
3,38.181441,-83.443319
3,38.190282,-84.906442
3,32.531491,-93.659939
3,30.148300170898438,-91.91899871826172
3,41.419601,-70.927002
2,38.672544,-76.709739
2,43.537467,-70.930685
2,43.157100677490234,-85.14849853515625
2,39.04999923706055,-91.03350067138672
2,34.095701,-90.846131
2,41.074501037597656,-96.90450286865234
4,44.657100677490234,-71.21910095214844
3,40.55730056762695,-74.46710205078125
2,32.09071,-108.870735
3,35.592197,-77.377372
2,41.299551,-118.926709
3,43.132598876953125,-75.65550231933594
2,41.376399993896484,-83.08329772949219
2,41.801998138427734,-80.56539916992188
3,34.811412,-95.307727
